date,meantemp,humidity,wind_speed,meanpressure,Daylight
4/15/2014,29,48.125,2.55,1009.125,12.85
4/16/2014,27.125,53.625,4.4,1008.25,12.87
4/17/2014,26.375,49.625,9.25,1007,12.9
4/18/2014,24.25,64.375,14.3375,1011.625,12.92
4/19/2014,25.625,57.875,5.1,1011.375,12.95
4/20/2014,27,48,4.6375,1010.5,12.98
4/21/2014,28,33.125,8.8125,1010,13
4/22/2014,29.375,29.375,12.5,1011.75,13.03
4/23/2014,29.125,37,6.025,1009,13.05
4/24/2014,29.375,35.875,7.875,1005.875,13.08
4/25/2014,30.625,34.375,8.1125,1006.125,13.1
4/26/2014,31.5,32,8.1125,1006.375,13.13
4/27/2014,30.625,30,8.35,1007.125,13.15
4/28/2014,31.5,27.875,10.1875,1005.625,13.18
4/29/2014,32.125,28.875,8.325,1003.875,13.2
4/30/2014,33.25,25.5,5.3375,1003.75,13.23
5/1/2014,34.875,22.5,9.7375,1001.5,13.25
5/2/2014,34.375,24.75,6.4875,1001.875,13.28
5/3/2014,31.75,33.375,6.475,1003.625,13.3
5/4/2014,31.875,34.375,5.8,1003,13.33
5/5/2014,29.75,53.25,9.0375,1005.75,13.35
5/6/2014,29.57142857,51.14285714,6.885714286,1006.857143,13.37
5/7/2014,31.75,48.625,1.85,1004.25,13.4
5/8/2014,31.375,43,10.6625,1002.625,13.42
5/9/2014,30.5,39.625,6.4875,1000.428571,13.43
5/10/2014,30,37.625,7.8875,1000.75,13.47
5/11/2014,29.625,40.375,7.65,1004,13.48
5/12/2014,28,53.375,10.8875,1004.875,13.5
5/13/2014,25.25,65.75,9.9625,1008.375,13.53
5/14/2014,26.875,55.25,8.575,1006.5,13.55
5/15/2014,29.5,39.875,11.125,1004.25,13.57
5/16/2014,31.125,40.25,9.4875,1003.5,13.58
5/17/2014,29.875,47.625,7.175,1007,13.6
5/18/2014,31.5,35.375,13.9,1007.375,13.62
5/19/2014,32.375,29.5,11.575,1006.625,13.63
5/20/2014,31.125,34,7.6375,1006.625,13.67
5/21/2014,33,32.5,9.7125,1002.125,13.68
5/22/2014,33.25,33.375,11.1125,999.5,13.7
5/23/2014,34.625,32.75,19.45,1000,13.72
5/24/2014,31.5,50.5,6.725,1004.125,13.73
5/25/2014,31.5,43.25,16.4375,1005.5,13.75
5/26/2014,30.125,54.125,4.175,1007.125,13.75
5/27/2014,31.875,49.75,2.55,1004.75,13.77
5/28/2014,33.625,44.5,3.95,1001.25,13.78
5/29/2014,35.25,40.125,4.4,999.375,13.8
5/30/2014,33.125,44.5,11.5875,999.5714286,13.82
5/31/2014,34.625,39,6.4875,999.625,13.83
6/1/2014,32.75,34.25,16.2,1003.25,13.83
6/2/2014,32.75,41.375,4.6375,1003.25,13.85
6/3/2014,34.875,33.625,6.4875,1000,13.87
6/4/2014,35.25,33.125,7.1875,998.125,13.87
6/5/2014,36.875,26.875,8.5625,996.125,13.88
6/6/2014,37.5,27.625,10.2,994.875,13.88
6/7/2014,38.5,22.75,13.1875,994,13.9
6/8/2014,37.625,26.25,6.725,993.125,13.9
6/9/2014,37.875,32.125,6.025,993.125,13.92
6/10/2014,37.25,20.875,12.0375,994.75,13.92
6/11/2014,37.625,23.125,14.8125,995.625,13.93
6/12/2014,32.875,39.25,24.325,997,13.93
6/13/2014,30.25,55.125,16.6625,997.625,13.93
6/14/2014,30.5,66.875,6.4875,997.375,13.95
6/15/2014,33.875,52,8.1,997.125,13.95
6/16/2014,36.375,41.375,10.8875,995.625,13.95
6/17/2014,36.875,42.125,15.9625,994.125,13.95
6/18/2014,33.875,58,10.425,994.25,13.95
6/19/2014,35.75,47.875,10.8875,993.25,13.95
6/20/2014,38,36.125,17.825,991.375,13.97
6/21/2014,36.875,40.125,9.7375,993.875,13.97
6/22/2014,34.5,46.75,4.4,996.375,13.97
6/23/2014,32.125,49.75,6.7125,996.25,13.95
6/24/2014,33,46.25,10.1875,995.5,13.95
6/25/2014,32.25,53.25,13.2,997.625,13.95
6/26/2014,32.5,60.375,3.2375,1001,13.95
6/27/2014,34.75,48.5,9.4875,1001.625,13.95
6/28/2014,34.875,49,5.7875,999.375,13.95
6/29/2014,33,57.75,9.7125,997.75,13.93
6/30/2014,32,67.75,3.25,997.5,13.93
7/1/2014,31.375,65.125,6.25,1000.875,13.93
7/2/2014,29.5,71.375,5.7875,1001.125,13.92
7/3/2014,28.875,75.125,5.0875,998.2857143,13.92
7/4/2014,31.38888889,69,4.333333333,998.7777778,13.9
7/5/2014,34.70588235,52.05882353,9.202941176,1000.705882,13.9
7/6/2014,30.625,61.125,3.7125,1000.5,13.88
7/7/2014,34,48.75,5.5625,998.25,13.88
7/8/2014,35,39.5,9.725,996.875,13.87
7/9/2014,36,37.125,13.65,996.5,13.85
7/10/2014,36.125,38.75,11.3375,996.875,13.85
7/11/2014,36.625,38.625,8.7875,996.125,13.83
7/12/2014,35.875,51.375,5.3375,996,13.82
7/13/2014,31.625,69.75,6.025,998,13.82
7/14/2014,32.375,67.875,6.725,997.125,13.8
7/15/2014,33.125,62.625,8.825,996,13.78
7/16/2014,32.625,63,10.45,997.25,13.77
7/17/2014,30.75,74.25,6.725,996.125,13.75
7/18/2014,27.25,83.875,2.55,994.875,13.73
7/19/2014,29.875,71,6.25,995.125,13.72
7/20/2014,30.875,68.875,6.2625,996.75,13.7
7/21/2014,32.125,65.5,4.65,996,13.68
7/22/2014,31.625,69.75,7.175,997,13.67
7/23/2014,30.625,72.875,8.1125,997.75,13.65
7/24/2014,30.5,63.625,12.0375,998.7142857,13.63
7/25/2014,30.75,63.25,9.9625,1000.75,13.62
7/26/2014,32.5,61.5,7.175,1001.875,13.6
7/27/2014,31.71428571,65.42857143,6.25,1001.875,13.58
7/28/2014,30,75.75,18.05,999.375,13.57
7/29/2014,30.25,69.875,5.7875,999.25,13.55
7/30/2014,31.875,65.75,4.175,999.5714286,13.52
7/31/2014,32.5,65.75,7.425,999.625,13.5
8/1/2014,33.25,59.5,6.5,998,13.48
8/2/2014,30.125,77.75,0.925,997.125,13.47
8/3/2014,31.5,66.25,5.7875,995.375,13.43
8/4/2014,30.5,69.75,5.1,996.125,13.42
8/5/2014,29.75,77.5,1.85,997.5,13.4
8/6/2014,32.125,65,5.5625,996.875,13.37
8/7/2014,31.125,65.375,6.95,997,13.35
8/8/2014,31,67.875,6.0125,998.375,13.33
8/9/2014,29.23529412,80.47058824,6.652941176,1001.647059,13.3
8/10/2014,28.5,89.90625,5.225,1002.15625,13.28
8/11/2014,31.125,72.125,3.0125,999.875,13.25
8/12/2014,32.125,57.5,8.3375,998.75,13.23
8/13/2014,32.125,57.71428571,20.825,998.25,13.22
8/14/2014,30.375,57.5,18.5125,997.375,13.18
8/15/2014,31.125,54.875,14.5875,998.875,13.17
8/16/2014,30.42857143,59.85714286,8.35,1002.5,13.13
8/17/2014,31.375,53.875,7.1875,1003.25,13.12
8/18/2014,31.875,56.625,5.5625,1005.375,13.08
8/19/2014,33,52.42857143,6.885714286,1004.857143,13.07
8/20/2014,33.25,47.125,8.7875,1002.375,13.03
8/21/2014,32.5,43,10.8875,1001.25,13
8/22/2014,33,47.125,8.5625,1002.857143,12.98
8/23/2014,33.125,45.75,9.2625,1003.25,12.95
8/24/2014,33.125,46.25,11.35,1002.875,12.93
8/25/2014,33.875,46.625,7.875,1002.375,12.9
8/26/2014,34.125,40.25,9.9625,1001.375,12.88
8/27/2014,33.85714286,44.71428571,8.1125,1001.125,12.85
8/28/2014,29.625,67.75,6.725,1003.75,12.82
8/29/2014,30.375,69.25,3.7,1003.5,12.8
8/30/2014,28.625,78.125,4.1625,1002.625,12.77
8/31/2014,27.625,86.125,4.4125,1001.25,12.75
9/1/2014,29.42857143,65.85714286,15.5125,1001.125,12.72
9/2/2014,29.25,71,10.425,1001.875,12.68
9/3/2014,28.625,77.875,15.0375,1001.428571,12.67
9/4/2014,27.875,80.75,9.275,1000.375,12.63
9/5/2014,26.5,85.75,8.3375,1000.142857,12.6
9/6/2014,28.5,76.875,2.0875,1002.375,12.58
9/7/2014,31,67.625,1.4,1003.25,12.55
9/8/2014,31.25,66.375,3.475,1003.125,12.52
9/9/2014,31,70.125,1.85,1002.375,12.5
9/10/2014,28.75,77.5,4.875,1003.25,12.47
9/11/2014,26.57142857,85.71428571,17.825,1005.571429,12.43
9/12/2014,28.5,73,1.625,1005.125,12.42
9/13/2014,29.375,68.25,4.1625,1004,12.38
9/14/2014,29.125,65.5,6.7125,1004.25,12.35
9/15/2014,29.625,63.125,6.7125,1004.25,12.33
9/16/2014,30.625,65.125,6.25,1002.25,12.3
9/17/2014,30.625,61.875,7.4,1002.125,12.27
9/18/2014,30.5,62.375,6.7125,1003.875,12.25
9/19/2014,31,56.625,4.175,1003.5,12.22
9/20/2014,31.125,55.75,4.4,1002.875,12.18
9/21/2014,30.5,54.875,5.5625,1003.625,12.15
9/22/2014,30.625,50,13.4375,1004.5,12.13
9/23/2014,31,47,30.68571429,1004.285714,12.1
9/24/2014,29.625,53,8.1,1006.25,12.07
9/25/2014,30,52.5,9.725,1007.75,12.05
9/26/2014,30,52.5,5.7875,1008.125,12.02
9/27/2014,30.5,46.875,8.8,1009.25,11.98
9/28/2014,30.25,48.875,7.175,1009.625,11.97
9/29/2014,30.5,48.75,7.4125,1009.125,11.93
9/30/2014,30.625,50.125,6.7125,1009.625,11.9
10/1/2014,30.42857143,52.85714286,3.171428571,1010.428571,11.88
10/2/2014,30.375,53.375,2.7875,1009.125,11.85
10/3/2014,30.5,52.625,1.85,1008,11.82
10/4/2014,31,53.5,0,1008.5,11.78
10/5/2014,30.625,56.125,0,1010.375,11.77
10/6/2014,30.625,56.75,0,1010.125,11.73
10/7/2014,31,59.375,1.1625,1008.375,11.7
10/8/2014,28.75,52.75,3.7125,1009.875,11.68
10/9/2014,27.625,49.875,3.2375,1010.125,11.65
10/10/2014,27.125,57.375,3.2375,1008.75,11.62
10/11/2014,25.71428571,57.14285714,6.9375,1008.25,11.6
10/12/2014,26,58.625,0.4625,1008.375,11.57
10/13/2014,27.625,59.75,8.8,1009.875,11.53
10/14/2014,24.5,67.625,5.325,1010.875,11.52
10/15/2014,24.5,68,3.2625,1013.375,11.48
10/16/2014,23,58.875,4.8625,1014,11.47
10/17/2014,25,47.66666667,25.0125,1013.625,11.43
10/18/2014,24,56.14285714,21.3,1012.875,11.4
10/19/2014,23.75,57.75,4.1625,1012.625,11.38
10/20/2014,24.75,55.625,4.4,1013.125,11.35
10/21/2014,25.625,56.125,2.0875,1014.625,11.32
10/22/2014,25.75,64.875,0.4625,1014.5,11.3
10/23/2014,25.25,66,0.925,1012.75,11.27
10/24/2014,25.5,67.5,1.85,1011.75,11.25
10/25/2014,25.25,67.125,0.925,1012.375,11.22
10/26/2014,25.125,65.5,2.0875,1014.875,11.2
10/27/2014,24.875,62.875,1.8625,1013.75,11.17
10/28/2014,25.125,64.75,2.5625,1012,11.13
10/29/2014,24.75,65.75,1.625,1012.125,11.12
10/30/2014,23.875,61.375,1.85,1014.5,11.08
10/31/2014,23.375,58.25,3.7125,1013.625,11.07
11/1/2014,22.5,50.875,5.325,1014.125,11.03
11/2/2014,22.875,49.125,7.1875,1014.5,11.02
11/3/2014,23.375,52.75,4.1625,1013.5,11
11/4/2014,23.625,56.625,3.9375,1012.125,10.97
11/5/2014,22.75,56.25,4.625,1012.375,10.95
11/6/2014,23,56.25,6.25,1011.625,10.92
11/7/2014,24,66.125,2.3125,1012.875,10.9
11/8/2014,23.875,66.25,1.625,1014.625,10.87
11/9/2014,24.125,56.375,4.1625,1015.125,10.85
11/10/2014,21.375,52.125,3.475,1014,10.83
11/11/2014,19.25,55.125,2.325,1014.75,10.8
11/12/2014,19.625,52,2.3125,1015.875,10.78
11/13/2014,18.5,50.5,3.2375,1016.5,10.77
11/14/2014,18.375,43,7.4125,1016.375,10.75
11/15/2014,18.625,44.75,2.775,1014.875,10.72
11/16/2014,18.25,47.625,2.55,1015.375,10.7
11/17/2014,17.75,51.75,2.775,1016.125,10.68
11/18/2014,17.625,53,2.0875,1017.875,10.67
11/19/2014,17.5,58.125,1.1625,1016.5,10.65
11/20/2014,20.375,54.625,3.025,1013.375,10.62
11/21/2014,18.25,62.125,3.2375,1012.75,10.6
11/22/2014,19.875,58.875,1.625,1011.375,10.58
11/23/2014,17.125,57.375,1.3875,1014.625,10.57
11/24/2014,16.875,52.25,4.175,1016,10.55
11/25/2014,16.5,51.5,2.55,1014.875,10.53
11/26/2014,19.625,51,5.55,1009.875,10.52
11/27/2014,18.125,63.875,0,1011.75,10.5
11/28/2014,19.375,67.375,0,1012.5,10.48
11/29/2014,20.25,67.625,0,1012.375,10.48
11/30/2014,19.75,54.75,2.55,1014,10.47
12/1/2014,20,42.625,8.8,1013.75,10.45
12/2/2014,21.375,47.625,7.875,1012.75,10.43
12/3/2014,25,66.57142857,11.37142857,1007,10.43
12/4/2014,21.25,68.875,4.8625,1010.375,10.42
12/5/2014,17.75,59.875,2.55,1017.125,10.4
12/6/2014,18.25,48.875,4.8625,1016.375,10.4
12/7/2014,17.25,48.375,4.8625,1014.75,10.38
12/8/2014,17,49.875,2.775,1015,10.37
12/9/2014,15.28571429,67.57142857,0,1016.857143,10.37
12/10/2014,21.5,65.5,4.8625,1010.5,10.35
12/11/2014,19.625,70.5,3.25,1011.625,10.35
12/12/2014,17.5,65.625,0.4625,1014.375,10.35
12/13/2014,16,71.875,8.8,1016.125,10.33
12/14/2014,16.875,86.625,3.95,1014.5,10.33
12/15/2014,16.625,75.75,2.325,1016.125,10.33
12/16/2014,17.75,72.375,7.425,1017.375,10.32
12/17/2014,12.875,72.125,6.4875,1020.25,10.32
12/18/2014,11.75,79.75,3.0125,1021.375,10.32
12/19/2014,11.75,81.75,0.4625,1022.125,10.32
12/20/2014,11.25,77,5.8,1018.75,10.32
12/21/2014,9.5,79.125,0.925,1018,10.32
12/22/2014,9.375,85,1.3875,1017.125,10.32
12/23/2014,9.625,78.625,1.625,1017.875,10.32
12/24/2014,9.875,83,3.475,1021.25,10.32
12/25/2014,9.25,81.125,8.1,1020.125,10.32
12/26/2014,10.75,77,7.6375,1017.75,10.32
12/27/2014,10.375,69,2.775,1018.625,10.32
12/28/2014,9,86,0.7,1019.75,10.33
12/29/2014,11.125,72.625,1.3875,1017.25,10.33
12/30/2014,11.625,70.625,2.55,1014.625,10.33
12/31/2014,12.375,67.125,2.7875,1016.875,10.35
1/1/2015,14.75,72,0.925,1017.5,10.35
1/2/2015,14.875,96.625,3.0125,1017.875,10.37
1/3/2015,15.125,92,0.925,1017.375,10.37
1/4/2015,14.125,78.75,9.5125,1019.625,10.38
1/5/2015,14,69.375,15.05,1016,10.38
1/6/2015,12,79.875,4.4,1015.5,10.4
1/7/2015,9.625,86,3.9375,1016.625,10.42
1/8/2015,10,87.875,3.4875,1019.125,10.42
1/9/2015,10.625,80.625,1.625,1020.125,10.43
1/10/2015,11.125,73.125,4.4125,1018.875,10.45
1/11/2015,11,80.75,4.8625,1019.125,10.45
1/12/2015,10.625,79.5,0.925,1019.5,10.47
1/13/2015,12.25,77.875,4.875,1017.125,10.48
1/14/2015,12,82.25,5.1,1017.5,10.5
1/15/2015,12.375,79.125,0.925,1019.375,10.52
1/16/2015,13,78.125,4.6375,1019.25,10.53
1/17/2015,13.5,76.625,1.8625,1019.25,10.55
1/18/2015,13,73.875,2.55,1018.75,10.57
1/19/2015,13.75,78,1.85,1018.875,10.58
1/20/2015,13.375,74.375,7.1875,1020,10.6
1/21/2015,13.25,73.375,3.7,1021,10.62
1/22/2015,12.625,94.125,3.2375,1020.625,10.63
1/23/2015,14.625,85,1.1625,1020,10.65
1/24/2015,12.375,86.25,9.7375,1020.75,10.68
1/25/2015,13.25,77.75,4.1625,1020.375,10.7
1/26/2015,13.75,88.125,0.925,1019.875,10.72
1/27/2015,13.25,74.25,5.3375,1019.333333,10.73
1/28/2015,11.71428571,67,27.775,1018.25,10.75
1/29/2015,11.5,67.5,3.9375,1019.75,10.78
1/30/2015,12.75,56.125,12.0375,1020.375,10.8
1/31/2015,13.75,57.625,9.025,1017.875,10.82
2/1/2015,15,65.25,5.1,1017.75,10.85
2/2/2015,17.375,63.875,11.8125,1017.5,10.87
2/3/2015,16.75,71.25,7.175,1020.5,10.88
2/4/2015,14.625,81.125,9.25,1022,10.92
2/5/2015,14.625,62.875,7.4,1019.25,10.93
2/6/2015,15.125,62.625,3.0125,1019,10.97
2/7/2015,15.875,67.625,1.85,1017,10.98
2/8/2015,16.625,63.875,4.4125,1017.375,11.02
2/9/2015,16.875,63.5,5.55,1019.75,11.03
2/10/2015,15.75,64,4.625,1019.75,11.07
2/11/2015,16,66.625,1.85,1017.125,11.08
2/12/2015,15.5,69.625,6.025,1016.125,11.12
2/13/2015,17.25,59,6.725,1012.625,11.13
2/14/2015,19.375,63.125,4.1625,1009.625,11.17
2/15/2015,18.875,70.125,1.3875,1012.625,11.18
2/16/2015,20.625,71.25,10.425,1013.625,11.22
2/17/2015,21.14285714,72.57142857,5.028571429,1011.857143,11.25
2/18/2015,21.25,72.875,5.1,1011.75,11.27
2/19/2015,22.75,73.5,7.65,1012,11.3
2/20/2015,22.75,67.125,7.1875,1013.875,11.32
2/21/2015,21.875,63.5,11.3375,1014.125,11.35
2/22/2015,22.14285714,58.85714286,14.8125,1013.375,11.38
2/23/2015,21.5,74.375,3.025,1014.25,11.4
2/24/2015,22.875,72.375,6.0375,1010.625,11.43
2/25/2015,23.125,58.625,6.5,1008.5,11.47
2/26/2015,20,34.375,6.7125,1009.875,11.48
2/27/2015,19.25,43.125,5.8,1013,11.52
2/28/2015,21.25,45.5,6.95,1013,11.55
3/1/2015,17.375,92.75,14.8125,1011.125,11.57
3/2/2015,17.5,89.875,6.725,1012.5,11.6
3/3/2015,16.25,82.5,5.5625,1013.75,11.63
3/4/2015,16.75,69.25,6.7125,1014,11.65
3/5/2015,18.75,64,3.7,1015.75,11.68
3/6/2015,20,62.375,5.0875,1016.375,11.72
3/7/2015,18.375,80.375,4.175,1013.714286,11.73
3/8/2015,19.5,74.125,7.8875,1015.375,11.77
3/9/2015,18.125,54.25,12.2625,1021,11.8
3/10/2015,17.75,68.5,8.5625,1019.125,11.83
3/11/2015,18.25,69.875,6.025,1018.125,11.85
3/12/2015,20.5,63.375,5.325,1017,11.88
3/13/2015,21.375,65.25,4.175,1014.75,11.92
3/14/2015,21.5,64.625,7.875,1015.125,11.93
3/15/2015,17.625,89.125,11.575,1015.5,11.97
3/16/2015,19.85714286,81.85714286,8.5625,1017.375,12
3/17/2015,20.875,70.375,13.2,1015.875,12.03
3/18/2015,20.25,69.625,12.2625,1013.5,12.05
3/19/2015,21.125,66,5.3375,1014.875,12.08
3/20/2015,22.5,65.75,9.025,1014.875,12.12
3/21/2015,24.875,60.5,5.7875,1014.875,12.13
3/22/2015,25.125,64,10.2,1012,12.17
3/23/2015,24.75,65.75,7.6375,1010,12.2
3/24/2015,25.75,65.5,1.3875,1010.25,12.23
3/25/2015,26.625,65.625,2.55,1011.857143,12.25
3/26/2015,28.5,54.375,9.2625,1013,12.28
3/27/2015,27.375,51.375,7.65,1012,12.32
3/28/2015,27,53.625,3.7125,1009.625,12.33
3/29/2015,25,52.75,13.1875,1008.625,12.37
3/30/2015,23.5,66.25,14.8125,1010.375,12.4
3/31/2015,25.25,64.875,3.7,1010.142857,12.43
4/1/2015,26.42857143,59.71428571,6.7125,1007.5,12.45
4/2/2015,28.71428571,45.28571429,10.175,1004.625,12.48
4/3/2015,24.5,71.125,6.9625,1004.75,12.52
4/4/2015,21,77.5,1.3875,1005.25,12.53
4/5/2015,23.57142857,67.71428571,17.6,1007.75,12.57
4/6/2015,25,60.125,2.775,1007.75,12.6
4/7/2015,23.75,62.125,9.7375,1010.25,12.62
4/8/2015,25.625,50.375,6.7125,1012,12.65
4/9/2015,26,52.875,9.0375,1010.5,12.68
4/10/2015,27.125,52.25,6.25,1008.5,12.7
4/11/2015,28.25,44.875,8.1,1008.375,12.73
4/12/2015,24.375,63,5.325,1012.375,12.77
4/13/2015,24.75,70.875,6.95,1013.75,12.78
4/14/2015,26.25,62.75,3.0125,1012.75,12.82
4/15/2015,27.625,59.25,5.7875,1012.875,12.85
4/16/2015,25.25,58.25,8.1125,1013.875,12.87
4/17/2015,28.125,48.75,8.3375,1007.125,12.9
4/18/2015,30.125,44.5,5.5625,1002.375,12.92
4/19/2015,32.125,41,4.175,1003.875,12.95
4/20/2015,32.875,37.875,7.1875,1005.75,12.98
4/21/2015,31.75,28.5,11.1125,1005.625,13
4/22/2015,30.75,30.25,11.35,1003.125,13.03
4/23/2015,30.75,33,8.1,1004,13.05
4/24/2015,31.125,39.5,2.55,1004.375,13.08
4/25/2015,30.5,43.125,12.975,1005.875,13.1
4/26/2015,28.75,51.125,15.7375,1008,13.13
4/27/2015,30.125,53,17.5875,1006.75,13.15
4/28/2015,31,48.25,12.5125,1004.5,13.18
4/29/2015,31.25,47.25,9.025,1005,13.2
4/30/2015,32.625,44.75,15.05,1004,13.23
5/1/2015,31.25,43.5,5.3375,1005.875,13.25
5/2/2015,30.125,40.25,4.4,1006.25,13.28
5/3/2015,31,39.25,3.0125,1006.625,13.3
5/4/2015,30.875,39.25,3.9375,1006.625,13.33
5/5/2015,32.125,31.125,7.65,1003.875,13.35
5/6/2015,34.125,22,11.3625,1001.875,13.37
5/7/2015,35.42857143,13.42857143,15.34285714,1003.571429,13.4
5/8/2015,34.125,22.375,12.275,1003.25,13.42
5/9/2015,35.125,27,8.3375,1001.625,13.43
5/10/2015,35.125,25,6.9625,1001.375,13.47
5/11/2015,34,32.625,10.8875,1003.625,13.48
5/12/2015,33.125,46,6.0375,1004.875,13.5
5/13/2015,27.75,61,6.7125,1006.125,13.53
5/14/2015,29.625,49.625,4.4125,1007.25,13.55
5/15/2015,28.5,52.125,7.175,1006.5,13.57
5/16/2015,30,51.625,4.1625,1003.25,13.58
5/17/2015,33.25,40.375,8.35,1001.125,13.6
5/18/2015,35.375,35.75,5.5625,1000,13.62
5/19/2015,31.5,44,14.8125,1002.125,13.63
5/20/2015,33.125,31.625,14.6,1002,13.67
5/21/2015,35.625,24.625,11.3375,1000.375,13.68
5/22/2015,36.25,19.5,12.5125,998.125,13.7
5/23/2015,37.375,21.75,12.725,996.125,13.72
5/24/2015,36,29.25,5.1,997.375,13.73
5/25/2015,37.75,22.25,10.875,996.875,13.75
5/26/2015,35.25,26.625,17.125,1001.5,13.75
5/27/2015,33.75,20.5,6.7125,1001.25,13.77
5/28/2015,34.75,29.5,8.3375,1000.625,13.78
5/29/2015,35.125,27.25,8.125,1001.625,13.8
5/30/2015,32.25,38.75,12.2625,1003.875,13.82
5/31/2015,34.25,25,14.5875,1001.75,13.83
6/1/2015,29.375,41.75,12.5125,1003.25,13.83
6/2/2015,31.625,39.25,8.575,1003.5,13.85
6/3/2015,28.625,50.5,6.725,1004.625,13.87
6/4/2015,31.875,48.375,4.8625,1004,13.87
6/5/2015,32.625,39.875,6.0125,1003.5,13.88
6/6/2015,33.375,39.75,7.8625,1001.375,13.88
6/7/2015,35,36.25,7.175,999.25,13.9
6/8/2015,36.5,33,6.25,998.875,13.9
6/9/2015,37.625,23.875,18.75,998.875,13.92
6/10/2015,36.625,32.28571429,18.05,999.625,13.92
6/11/2015,35.625,34.75,18.2875,1000,13.93
6/12/2015,35.875,34.625,12.7375,998.5,13.93
6/13/2015,31.125,48.125,10.1875,998.8571429,13.93
6/14/2015,27,77.625,3.95,1000.285714,13.95
6/15/2015,31,60.75,3.0125,999.5714286,13.95
6/16/2015,32.375,52.125,2.7875,999.1428571,13.95
6/17/2015,33.875,49.75,3.25,998,13.95
6/18/2015,35.125,45.125,3.0125,997.625,13.95
6/19/2015,35.875,46.75,8.575,996.25,13.95
6/20/2015,33.125,48.5,12.975,997.875,13.97
6/21/2015,30.375,63.625,8.1125,998.125,13.97
6/22/2015,32.125,59.5,4.4,995.625,13.97
6/23/2015,31.5,61.625,6.0125,995,13.95
6/24/2015,37.25,63.875,6.5,995.375,13.95
6/25/2015,26.625,82.75,6.2625,994.75,13.95
6/26/2015,31.125,54.25,11.5625,995.25,13.95
6/27/2015,32.625,48.25,14.1125,997.125,13.95
6/28/2015,34.25,47.5,9.0375,1000.285714,13.95
6/29/2015,31.125,56.625,11.5625,1003.625,13.93
6/30/2015,30.875,58.625,9.9625,1002.625,13.93
7/1/2015,32,53.25,4.175,1001.875,13.93
7/2/2015,33.75,45.875,6.95,1001.125,13.92
7/3/2015,33,49,14.35,999.625,13.92
7/4/2015,34.125,51.5,16.9,997.5,13.9
7/5/2015,35.71428571,47.28571429,14.01428571,995.4285714,13.9
7/6/2015,27.875,83.25,9.275,997.875,13.88
7/7/2015,28.125,86.125,1.85,998.125,13.88
7/8/2015,31.25,72,2.775,998.625,13.87
7/9/2015,29.625,77.25,2.55,998.625,13.85
7/10/2015,26.625,92.125,6.025,998.75,13.85
7/11/2015,25.5,98,3.2375,999.3333333,13.83
7/12/2015,25.5,94.75,7.425,998.625,13.82
7/13/2015,29.875,73.125,4.8625,1000.625,13.82
7/14/2015,30.875,67.875,10.875,997.8571429,13.8
7/15/2015,33.375,52.875,17.1375,993.75,13.78
7/16/2015,31.75,61.375,13.4375,994.75,13.77
7/17/2015,30.75,75.625,4.4,997.25,13.75
7/18/2015,29.5,78.875,4.175,998,13.73
7/19/2015,30.125,70,0.7,997.625,13.72
7/20/2015,29.125,78,4.8625,999.125,13.7
7/21/2015,31.375,69.25,8.125,1000,13.68
7/22/2015,32.25,64.125,7.875,1001.125,13.67
7/23/2015,32.125,64.875,8.575,1001.75,13.65
7/24/2015,32,64.75,6.7125,1001,13.63
7/25/2015,30.85714286,71,19.9125,998.5714286,13.62
7/26/2015,30,71.625,16.8875,998.875,13.6
7/27/2015,29.625,69,11.3375,1000.285714,13.58
7/28/2015,29.5,61,11.5875,1000.125,13.57
7/29/2015,28.5,68.125,10.875,998,13.55
7/30/2015,29,67.75,9.9625,998.875,13.52
7/31/2015,29,71,4.175,999.75,13.5
8/1/2015,28.25,71.75,0.925,1002.75,13.48
8/2/2015,29.625,69.5,2.55,1003.625,13.47
8/3/2015,31.5,58.625,5.325,1001.875,13.43
8/4/2015,29.42857143,77.78571429,4.771428571,1000.071429,13.42
8/5/2015,29.59375,79.65625,8.221875,1000.28125,13.4
8/6/2015,29.5,79.125,3.025,998,13.37
8/7/2015,29.25,83,2.3125,1000,13.35
8/8/2015,28.875,84.875,1.625,1002,13.33
8/9/2015,27.375,90.125,3.0125,1000.25,13.3
8/10/2015,30.375,77,0,1000,13.28
8/11/2015,28.375,86.625,0.4625,1003,13.25
8/12/2015,30.75,74.25,0,1003.125,13.23
8/13/2015,32,69.5,0.4625,1001.875,13.22
8/14/2015,30.875,72.625,3.475,1002,13.18
8/15/2015,28.5,85.5,0,1002.75,13.17
8/16/2015,28.625,82.625,1.85,1002.875,13.13
8/17/2015,30.75,72.625,0.7,1001.375,13.12
8/18/2015,29.125,72.875,4.875,1002.571429,13.08
8/19/2015,31.25,61.25,33.325,1002.375,13.07
8/20/2015,30.75,58.625,14.6,1001.375,13.03
8/21/2015,29.375,72,8.575,1002,13
8/22/2015,30.25,65.375,5.8,1000.875,12.98
8/23/2015,29.875,69.375,5.5625,1000.857143,12.95
8/24/2015,30.75,65.625,7.1875,1001.75,12.93
8/25/2015,32,57.28571429,10.07142857,1001,12.9
8/26/2015,32,61,4.8625,1001.125,12.88
8/27/2015,32.5,61,5.325,1002,12.85
8/28/2015,32,63.5,2.3125,1002.25,12.82
8/29/2015,32.25,58,5.8125,1001.375,12.8
8/30/2015,32.625,56.5,9.275,1001.375,12.77
